Date,Close
1/2/2020 16:00:00,23.63
1/3/2020 16:00:00,23.44
1/6/2020 16:00:00,23.27
1/7/2020 16:00:00,23.1
1/8/2020 16:00:00,23.07
1/9/2020 16:00:00,23.2
1/10/2020 16:00:00,26.09
1/13/2020 16:00:00,28.51
1/14/2020 16:00:00,27
1/15/2020 16:00:00,27.7
1/16/2020 16:00:00,28.61
1/17/2020 16:00:00,28.67
1/21/2020 16:00:00,28.59
1/22/2020 16:00:00,29.12
1/23/2020 16:00:00,28.79
1/24/2020 16:00:00,28.94
1/27/2020 16:00:00,28.71
1/28/2020 16:00:00,28.81
1/29/2020 16:00:00,28.78
1/30/2020 16:00:00,28.75
1/31/2020 16:00:00,27.96
2/3/2020 16:00:00,28.66
2/4/2020 16:00:00,29.21
2/5/2020 16:00:00,29.46
2/6/2020 16:00:00,28.26
2/7/2020 16:00:00,27.55
2/10/2020 16:00:00,29.11
2/11/2020 16:00:00,28.99
2/12/2020 16:00:00,29.04
2/13/2020 16:00:00,28.69
2/14/2020 16:00:00,28.02
2/18/2020 16:00:00,27.53
2/19/2020 16:00:00,27.56
2/20/2020 16:00:00,27.86
2/21/2020 16:00:00,27.74
2/24/2020 16:00:00,26.95
2/25/2020 16:00:00,26.37
2/26/2020 16:00:00,26.53
2/27/2020 16:00:00,25.76
2/28/2020 16:00:00,25.38
3/2/2020 16:00:00,26.15
3/3/2020 16:00:00,26.1
3/4/2020 16:00:00,26.67
3/5/2020 16:00:00,25.89
3/6/2020 16:00:00,25.26
3/9/2020 16:00:00,23.04
3/10/2020 16:00:00,24.38
3/11/2020 16:00:00,24.24
3/12/2020 16:00:00,22.2
3/13/2020 16:00:00,22.92
3/16/2020 16:00:00,17.38
3/17/2020 16:00:00,19.12
3/18/2020 16:00:00,15.98
3/19/2020 16:00:00,16.1
3/20/2020 16:00:00,16.88
3/23/2020 16:00:00,16.77
3/24/2020 16:00:00,18.81
3/25/2020 16:00:00,20.67
3/26/2020 16:00:00,21.73
3/27/2020 16:00:00,20.37
3/30/2020 16:00:00,20.89
3/31/2020 16:00:00,21.28
4/1/2020 16:00:00,20.46
4/2/2020 16:00:00,20.89
4/3/2020 16:00:00,20.18
4/6/2020 16:00:00,20.21
4/7/2020 16:00:00,20.28
4/8/2020 16:00:00,20.93
4/9/2020 16:00:00,21.48
4/13/2020 16:00:00,21.29
4/14/2020 16:00:00,21.9
4/15/2020 16:00:00,21.61
4/16/2020 16:00:00,21.6
4/17/2020 16:00:00,21.77
4/20/2020 16:00:00,21.69
4/21/2020 16:00:00,20.98
4/22/2020 16:00:00,21.46
4/23/2020 16:00:00,21.62
4/24/2020 16:00:00,21.7
4/27/2020 16:00:00,22.23
4/28/2020 16:00:00,22.77
4/29/2020 16:00:00,23.47
4/30/2020 16:00:00,22.9
5/1/2020 16:00:00,22.23
5/4/2020 16:00:00,22.33
5/5/2020 16:00:00,22.47
5/6/2020 16:00:00,22.02
5/7/2020 16:00:00,22.38
5/8/2020 16:00:00,25.42
5/11/2020 16:00:00,25.65
5/12/2020 16:00:00,23.98
5/13/2020 16:00:00,23.29
5/14/2020 16:00:00,23.35
5/15/2020 16:00:00,23.29
5/18/2020 16:00:00,24.41
5/19/2020 16:00:00,24.79
5/20/2020 16:00:00,25.6
5/21/2020 16:00:00,25.16
5/22/2020 16:00:00,24.7
5/26/2020 16:00:00,25.3
5/27/2020 16:00:00,25.89
5/28/2020 16:00:00,25.33
5/29/2020 16:00:00,25.96
6/1/2020 16:00:00,26.55
6/2/2020 16:00:00,27.46
6/3/2020 16:00:00,27.73
6/4/2020 16:00:00,27.75
6/5/2020 16:00:00,28.61
6/8/2020 16:00:00,29.71
6/9/2020 16:00:00,29.62
6/10/2020 16:00:00,29.1
6/11/2020 16:00:00,28.02
6/12/2020 16:00:00,29.22
6/15/2020 16:00:00,31.29
6/16/2020 16:00:00,31.15
6/17/2020 16:00:00,31.77
6/18/2020 16:00:00,31.42
6/19/2020 16:00:00,32.31
6/22/2020 16:00:00,31.03
6/23/2020 16:00:00,31.27
6/24/2020 16:00:00,30.61
6/25/2020 16:00:00,31.03
6/26/2020 16:00:00,28.12
6/29/2020 16:00:00,28.24
6/30/2020 16:00:00,28.39
7/1/2020 16:00:00,27.94
7/2/2020 16:00:00,27.48
7/6/2020 16:00:00,27.95
7/7/2020 16:00:00,27.53
7/8/2020 16:00:00,28.21
7/9/2020 16:00:00,27.66
7/10/2020 16:00:00,27.64
7/13/2020 16:00:00,27.13
7/14/2020 16:00:00,27.7
7/15/2020 16:00:00,27.86
7/16/2020 16:00:00,28.13
7/17/2020 16:00:00,28.4
7/20/2020 16:00:00,28.65
7/21/2020 16:00:00,28.09
7/22/2020 16:00:00,27.97
7/23/2020 16:00:00,27.62
7/24/2020 16:00:00,27.17
7/27/2020 16:00:00,28.46
7/28/2020 16:00:00,28.14
7/29/2020 16:00:00,29.58
7/30/2020 16:00:00,29.73
7/31/2020 16:00:00,30.31
8/3/2020 16:00:00,30.31
8/4/2020 16:00:00,30.33
8/5/2020 16:00:00,30.79
8/6/2020 16:00:00,30.09
8/7/2020 16:00:00,30.18
8/10/2020 16:00:00,30.21
8/11/2020 16:00:00,30.48
8/12/2020 16:00:00,26.01
8/13/2020 16:00:00,25.99
8/14/2020 16:00:00,26.1
8/17/2020 16:00:00,25.74
8/18/2020 16:00:00,25.86
8/19/2020 16:00:00,25.91
8/20/2020 16:00:00,26.19
8/21/2020 16:00:00,26.54
8/24/2020 16:00:00,26.66
8/25/2020 16:00:00,26.65
8/26/2020 16:00:00,25.99
8/27/2020 16:00:00,26.15
8/28/2020 16:00:00,27.07
8/31/2020 16:00:00,27.39
9/1/2020 16:00:00,27.07
9/2/2020 16:00:00,27.32
9/3/2020 16:00:00,25.84
9/4/2020 16:00:00,25.54
9/8/2020 16:00:00,25.31
9/9/2020 16:00:00,26.17
9/10/2020 16:00:00,25.44
9/11/2020 16:00:00,25.66
9/14/2020 16:00:00,26.34
9/15/2020 16:00:00,26.25
9/16/2020 16:00:00,26.3
9/17/2020 16:00:00,26.39
9/18/2020 16:00:00,26.95
9/21/2020 16:00:00,25.91
9/22/2020 16:00:00,26.04
9/23/2020 16:00:00,25.13
9/24/2020 16:00:00,25.42
9/25/2020 16:00:00,25.71
9/28/2020 16:00:00,26.49
9/29/2020 16:00:00,26.8
9/30/2020 16:00:00,26.4
10/1/2020 16:00:00,26.16
10/2/2020 16:00:00,25.83
10/5/2020 16:00:00,26.76
10/6/2020 16:00:00,26.51
10/7/2020 16:00:00,27.03
10/8/2020 16:00:00,27.61
10/9/2020 16:00:00,27.71
10/12/2020 16:00:00,27.92
10/13/2020 16:00:00,27.85
10/14/2020 16:00:00,27.45
10/15/2020 16:00:00,27.66
10/16/2020 16:00:00,27.29
10/19/2020 16:00:00,26.69
10/20/2020 16:00:00,26.52
10/21/2020 16:00:00,26.15
10/22/2020 16:00:00,26.76
10/23/2020 16:00:00,25.46
10/26/2020 16:00:00,24.3
10/27/2020 16:00:00,23.74
10/28/2020 16:00:00,22.25
10/29/2020 16:00:00,22.95
10/30/2020 16:00:00,22.72
11/2/2020 16:00:00,23
11/3/2020 16:00:00,23.21
11/4/2020 16:00:00,28.38
11/5/2020 16:00:00,28.69
11/6/2020 16:00:00,27.97
11/9/2020 16:00:00,27.7
11/10/2020 16:00:00,27.78
11/11/2020 16:00:00,28.5
11/12/2020 16:00:00,28.55
11/13/2020 16:00:00,29.53
11/16/2020 16:00:00,29.49
11/17/2020 16:00:00,29.5
11/18/2020 16:00:00,29.56
11/19/2020 16:00:00,29.96
11/20/2020 16:00:00,29.94
11/23/2020 16:00:00,29.36
11/24/2020 16:00:00,29.09
11/25/2020 16:00:00,29.31
11/27/2020 13:00:00,29.65
11/30/2020 16:00:00,28.21
12/1/2020 16:00:00,28.87
12/2/2020 16:00:00,29.14
12/3/2020 16:00:00,29.67
12/4/2020 16:00:00,30.63
12/7/2020 16:00:00,30.95
12/8/2020 16:00:00,30.92
12/9/2020 16:00:00,30.34
12/10/2020 16:00:00,30.43
12/11/2020 16:00:00,29.92
12/14/2020 16:00:00,29.24
12/15/2020 16:00:00,29.9
12/16/2020 16:00:00,29.93
12/17/2020 16:00:00,29.95
12/18/2020 16:00:00,30.49
12/21/2020 16:00:00,29.97
12/22/2020 16:00:00,29.8
12/23/2020 16:00:00,30.19
12/24/2020 13:00:00,30.52
12/28/2020 16:00:00,30.53
12/29/2020 16:00:00,30.53
12/30/2020 16:00:00,30.47
12/31/2020 16:00:00,31.66
1/4/2021 16:00:00,31.05
1/5/2021 16:00:00,31.16
1/6/2021 16:00:00,31.89
1/7/2021 16:00:00,32.19
1/8/2021 16:00:00,31.88
1/11/2021 16:00:00,32.1
1/12/2021 16:00:00,32.41
1/13/2021 16:00:00,32.54
1/14/2021 16:00:00,32.67
1/15/2021 16:00:00,32.35
1/19/2021 16:00:00,32.47
1/20/2021 16:00:00,33.68
1/21/2021 16:00:00,33.76
1/22/2021 16:00:00,34.21
1/25/2021 16:00:00,34.7
1/26/2021 16:00:00,33.79
1/27/2021 16:00:00,32.24
1/28/2021 16:00:00,31.8
1/29/2021 16:00:00,31
2/1/2021 16:00:00,31.54
2/2/2021 16:00:00,31.75
2/3/2021 16:00:00,33.03
2/4/2021 16:00:00,32.9
2/5/2021 16:00:00,31.95
2/8/2021 16:00:00,33.8
2/9/2021 16:00:00,33.9
2/10/2021 16:00:00,33.72
2/11/2021 16:00:00,34.22
2/12/2021 16:00:00,31.95
2/16/2021 16:00:00,31.93
2/17/2021 16:00:00,31.53
2/18/2021 16:00:00,31.63
2/19/2021 16:00:00,31.68
2/22/2021 16:00:00,31.78
2/23/2021 16:00:00,32.64
2/24/2021 16:00:00,33.7
2/25/2021 16:00:00,32.5
2/26/2021 16:00:00,32.63
3/1/2021 16:00:00,34.27
3/2/2021 16:00:00,34.08
3/3/2021 16:00:00,33.62
3/4/2021 16:00:00,32.62
3/5/2021 16:00:00,33.91
3/8/2021 16:00:00,34.55
3/9/2021 16:00:00,34.32
3/10/2021 16:00:00,35.7
3/11/2021 16:00:00,35.81
3/12/2021 16:00:00,36.46
3/15/2021 16:00:00,37.1
3/16/2021 16:00:00,37.14
3/17/2021 16:00:00,38.3
3/18/2021 16:00:00,38.23
3/19/2021 16:00:00,38.55
3/22/2021 16:00:00,38.92
3/23/2021 16:00:00,37.66
3/24/2021 16:00:00,37.39
3/25/2021 16:00:00,37.06
3/26/2021 16:00:00,38.17
3/29/2021 16:00:00,37.47
3/30/2021 16:00:00,37.94
3/31/2021 16:00:00,39.06
4/1/2021 16:00:00,39.6
4/5/2021 16:00:00,40
4/6/2021 16:00:00,39.36
4/7/2021 16:00:00,39.34
4/8/2021 16:00:00,39.58
4/9/2021 16:00:00,39.68
4/12/2021 16:00:00,40.03
4/13/2021 16:00:00,39.53
4/14/2021 16:00:00,39.28
4/15/2021 16:00:00,39.33
4/16/2021 16:00:00,39.17
4/19/2021 16:00:00,38.56
4/20/2021 16:00:00,37.83
4/21/2021 16:00:00,38.5
4/22/2021 16:00:00,37.79
4/23/2021 16:00:00,38.25
4/26/2021 16:00:00,38.66
4/27/2021 16:00:00,38.5
4/28/2021 16:00:00,38.14
4/29/2021 16:00:00,38.1
4/30/2021 16:00:00,37.02
5/3/2021 16:00:00,37.26
5/4/2021 16:00:00,36.58
5/5/2021 16:00:00,36.26
5/6/2021 16:00:00,36.17
5/7/2021 16:00:00,36.39
5/10/2021 16:00:00,35.17
5/11/2021 16:00:00,34.19
5/12/2021 16:00:00,33.65
5/13/2021 16:00:00,34.57
5/14/2021 16:00:00,36.26
5/17/2021 16:00:00,36.13
5/18/2021 16:00:00,35.95
5/19/2021 16:00:00,35.8
5/20/2021 16:00:00,35.9
5/21/2021 16:00:00,35.66
5/24/2021 16:00:00,35.93
5/25/2021 16:00:00,35.47
5/26/2021 16:00:00,35.66
5/27/2021 16:00:00,35.98
5/28/2021 16:00:00,34.74
6/1/2021 16:00:00,35.21
6/2/2021 16:00:00,36.28
6/3/2021 16:00:00,36.41
6/4/2021 16:00:00,36.69
6/7/2021 16:00:00,37
6/8/2021 16:00:00,36.85
6/9/2021 16:00:00,36.31
6/10/2021 16:00:00,36.41
6/11/2021 16:00:00,36.65
6/14/2021 16:00:00,36.24
6/15/2021 16:00:00,36.18
6/16/2021 16:00:00,35.76
6/17/2021 16:00:00,35.39
6/18/2021 16:00:00,34.26
6/21/2021 16:00:00,34.93
6/22/2021 16:00:00,34.02
6/23/2021 16:00:00,34.34
6/24/2021 16:00:00,35.37
6/25/2021 16:00:00,36.01
6/28/2021 16:00:00,35.53
6/29/2021 16:00:00,35.39
6/30/2021 16:00:00,35.18
7/1/2021 16:00:00,35.46
7/2/2021 16:00:00,35.41
7/6/2021 16:00:00,34.6
7/7/2021 16:00:00,34.28
7/8/2021 16:00:00,33.8
7/9/2021 16:00:00,34.56
7/12/2021 16:00:00,33.59
7/13/2021 16:00:00,32.95
7/14/2021 16:00:00,34.45
7/15/2021 16:00:00,34.55
7/16/2021 16:00:00,34.14
7/19/2021 16:00:00,34.93
7/20/2021 16:00:00,34.83
7/21/2021 16:00:00,35.13
7/22/2021 16:00:00,34.42
7/23/2021 16:00:00,35.1
7/26/2021 16:00:00,35.28
7/27/2021 16:00:00,34.97
7/28/2021 16:00:00,35.71
7/29/2021 16:00:00,37.35
7/30/2021 16:00:00,38.04
8/2/2021 16:00:00,37.46
8/3/2021 16:00:00,37.88
8/4/2021 16:00:00,37.8
8/5/2021 16:00:00,38.6
8/6/2021 16:00:00,38.95
8/9/2021 16:00:00,38.9
8/10/2021 16:00:00,38.57
8/11/2021 16:00:00,38.82
8/12/2021 16:00:00,38.33
8/13/2021 16:00:00,36.3
8/16/2021 16:00:00,37.06
8/17/2021 16:00:00,36.57
8/18/2021 16:00:00,35.62
8/19/2021 16:00:00,34.76
8/20/2021 16:00:00,35.64
8/23/2021 16:00:00,35.93
8/24/2021 16:00:00,35.49
8/25/2021 16:00:00,35.59
8/26/2021 16:00:00,34.97
8/27/2021 16:00:00,35.73
8/30/2021 16:00:00,35.5
8/31/2021 16:00:00,36.54
9/1/2021 16:00:00,37.54
9/2/2021 16:00:00,37.84
9/3/2021 16:00:00,38
9/7/2021 16:00:00,36.72
9/8/2021 16:00:00,36.33
9/9/2021 16:00:00,36.48
9/10/2021 16:00:00,36.59
9/13/2021 16:00:00,37.13
9/14/2021 16:00:00,36.07
9/15/2021 16:00:00,36.44
9/16/2021 16:00:00,36.43
9/17/2021 16:00:00,37.25
9/20/2021 16:00:00,36.32
9/21/2021 16:00:00,36.67
9/22/2021 16:00:00,37.74
9/23/2021 16:00:00,37.5
9/24/2021 16:00:00,37.3
9/27/2021 16:00:00,37.88
9/28/2021 16:00:00,37.3
9/29/2021 16:00:00,36.7
9/30/2021 16:00:00,36.57
10/1/2021 16:00:00,37.35
10/4/2021 16:00:00,36.88
10/5/2021 16:00:00,37.28
10/6/2021 16:00:00,36.52
10/7/2021 16:00:00,37.3
10/8/2021 16:00:00,36.88
10/11/2021 16:00:00,36.99
10/12/2021 16:00:00,35.88
10/13/2021 16:00:00,35.8
10/14/2021 16:00:00,35.96
10/15/2021 16:00:00,35.44
10/18/2021 16:00:00,34.97
10/19/2021 16:00:00,35.24
10/20/2021 16:00:00,35.35
10/21/2021 16:00:00,35.37
10/22/2021 16:00:00,35.3
10/25/2021 16:00:00,35.33
10/26/2021 16:00:00,35.45
10/27/2021 16:00:00,35.31
10/28/2021 16:00:00,35.44
10/29/2021 16:00:00,35.39
11/1/2021 16:00:00,36.65
11/2/2021 16:00:00,37.06
11/3/2021 16:00:00,41.87
11/4/2021 16:00:00,46.97
11/5/2021 16:00:00,46.58
11/8/2021 16:00:00,45.04
11/9/2021 16:00:00,44.84
11/10/2021 16:00:00,43.82
11/11/2021 16:00:00,44.31
11/12/2021 16:00:00,43.69
11/15/2021 16:00:00,43.09
11/16/2021 16:00:00,44.01
11/17/2021 16:00:00,42.5
11/18/2021 16:00:00,42.86
11/19/2021 16:00:00,42.18
11/22/2021 16:00:00,42.17
11/23/2021 16:00:00,41.78
11/24/2021 16:00:00,41.96
11/26/2021 13:00:00,40.43
11/29/2021 16:00:00,40.63
11/30/2021 16:00:00,41.4
12/1/2021 16:00:00,42.43
12/2/2021 16:00:00,42.84
12/3/2021 16:00:00,43.23
12/6/2021 16:00:00,42.7
12/7/2021 16:00:00,43.88
12/8/2021 16:00:00,43.73
12/9/2021 16:00:00,42.44
12/10/2021 16:00:00,42.87
12/13/2021 16:00:00,41.91
12/14/2021 16:00:00,41.63
12/15/2021 16:00:00,42.38
12/16/2021 16:00:00,41.6
12/17/2021 16:00:00,40.94
12/20/2021 16:00:00,41.28
12/21/2021 16:00:00,42.63
12/22/2021 16:00:00,42.59
12/23/2021 16:00:00,42.72
12/27/2021 16:00:00,44.76
12/28/2021 16:00:00,44.17
12/29/2021 16:00:00,45.55
12/30/2021 16:00:00,44.68
12/31/2021 16:00:00,43.95
1/3/2022 16:00:00,45.62
1/4/2022 16:00:00,47.14
1/5/2022 16:00:00,45.36
1/6/2022 16:00:00,45.1
1/7/2022 16:00:00,44.08
1/10/2022 16:00:00,44.18
1/11/2022 16:00:00,44.91
1/12/2022 16:00:00,44.84
1/13/2022 16:00:00,45.29
1/14/2022 16:00:00,45.57
1/18/2022 16:00:00,46.17
1/19/2022 16:00:00,42.15
1/20/2022 16:00:00,42.3
1/21/2022 16:00:00,41.01
1/24/2022 16:00:00,40.94
1/25/2022 16:00:00,39.45
1/26/2022 16:00:00,39.01
1/27/2022 16:00:00,38.82
1/28/2022 16:00:00,40.15
1/31/2022 16:00:00,40.52
2/1/2022 16:00:00,41.7
2/2/2022 16:00:00,43.81
2/3/2022 16:00:00,39.31
2/4/2022 16:00:00,38.2
2/7/2022 16:00:00,38.01
2/8/2022 16:00:00,38.5
2/9/2022 16:00:00,38.65
2/10/2022 16:00:00,38.57
2/11/2022 16:00:00,38.06
2/14/2022 16:00:00,38.07
2/15/2022 16:00:00,39.73
2/16/2022 16:00:00,39.76
2/17/2022 16:00:00,38.85
2/18/2022 16:00:00,39.16
2/22/2022 16:00:00,39.18
2/23/2022 16:00:00,39.03
2/24/2022 16:00:00,39.19
2/25/2022 16:00:00,40.17
2/28/2022 16:00:00,39.29
3/1/2022 16:00:00,39.9
3/2/2022 16:00:00,42.17
3/3/2022 16:00:00,42.11
3/4/2022 16:00:00,41.57
3/7/2022 16:00:00,40.44
3/8/2022 16:00:00,40.48
3/9/2022 16:00:00,41.6
3/10/2022 16:00:00,41.18
3/11/2022 16:00:00,41.59
3/14/2022 16:00:00,40.52
3/15/2022 16:00:00,41.82
3/16/2022 16:00:00,42.75
3/17/2022 16:00:00,41.94
3/18/2022 16:00:00,42.89
3/21/2022 16:00:00,42.99
3/22/2022 16:00:00,42.95
3/23/2022 16:00:00,42.34
3/24/2022 16:00:00,42.51
3/25/2022 16:00:00,41.99
3/28/2022 16:00:00,41.86
3/29/2022 16:00:00,42.48
3/30/2022 16:00:00,39.58
3/31/2022 16:00:00,38.07
4/1/2022 16:00:00,37.92
4/4/2022 16:00:00,37.74
4/5/2022 16:00:00,36.4
4/6/2022 16:00:00,35.35
4/7/2022 16:00:00,35.4
4/8/2022 16:00:00,35.31
4/11/2022 16:00:00,35.19
4/12/2022 16:00:00,34.83
4/13/2022 16:00:00,35.6
4/14/2022 16:00:00,36.52
4/18/2022 16:00:00,36.61
4/19/2022 16:00:00,44.65
4/20/2022 16:00:00,45.05
4/21/2022 16:00:00,42.72
4/22/2022 16:00:00,42.36
4/25/2022 16:00:00,42.78
4/26/2022 16:00:00,41.25
4/27/2022 16:00:00,41.64
4/28/2022 16:00:00,42.98
4/29/2022 16:00:00,42.1
5/2/2022 16:00:00,42.4
5/3/2022 16:00:00,43.23
5/4/2022 16:00:00,56.72
5/5/2022 16:00:00,53.04
5/6/2022 16:00:00,51.21
5/9/2022 16:00:00,49.17
5/10/2022 16:00:00,51.08
5/11/2022 16:00:00,49.35
5/12/2022 16:00:00,51.14
5/13/2022 16:00:00,52.35
5/16/2022 16:00:00,52.59
5/17/2022 16:00:00,54.08
5/18/2022 16:00:00,52.37
5/19/2022 16:00:00,50.39
5/20/2022 16:00:00,49.76
5/23/2022 16:00:00,49.33
5/24/2022 16:00:00,47.45
5/25/2022 16:00:00,48.77
5/26/2022 16:00:00,49.26
5/27/2022 16:00:00,49.47
5/31/2022 16:00:00,50.06
6/1/2022 16:00:00,51.7
6/2/2022 16:00:00,55.49
6/3/2022 16:00:00,54.81
6/6/2022 16:00:00,54.99
6/7/2022 16:00:00,56.19
6/8/2022 16:00:00,54.27
6/9/2022 16:00:00,50.19
6/10/2022 16:00:00,48.75
6/13/2022 16:00:00,46.88
6/14/2022 16:00:00,46.42
6/15/2022 16:00:00,47.21
6/16/2022 16:00:00,42.91
6/17/2022 16:00:00,43.12
6/21/2022 16:00:00,45.03
6/22/2022 16:00:00,43.38
6/23/2022 16:00:00,41.65
6/24/2022 16:00:00,42.7
6/27/2022 16:00:00,43.28
6/28/2022 16:00:00,41.8
6/29/2022 16:00:00,41.12
6/30/2022 16:00:00,40.35
7/1/2022 16:00:00,39.13
7/5/2022 16:00:00,38.99
7/6/2022 16:00:00,39.1
7/7/2022 16:00:00,40.38
7/8/2022 16:00:00,40.46
7/11/2022 16:00:00,40.36
7/12/2022 16:00:00,40.68
7/13/2022 16:00:00,41.1
7/14/2022 16:00:00,41.05
7/15/2022 16:00:00,42.16
7/18/2022 16:00:00,42.5
7/19/2022 16:00:00,43.76
7/20/2022 16:00:00,45.57
7/21/2022 16:00:00,51.63
7/22/2022 16:00:00,50.72
7/25/2022 16:00:00,52.48
7/26/2022 16:00:00,51.7
7/27/2022 16:00:00,51.38
7/28/2022 16:00:00,53.13
7/29/2022 16:00:00,54.01
8/1/2022 16:00:00,55.24
8/2/2022 16:00:00,56.16
8/3/2022 16:00:00,57.25
8/4/2022 16:00:00,59.13
8/5/2022 16:00:00,59.09
8/8/2022 16:00:00,61.09
8/9/2022 16:00:00,58.19
8/10/2022 16:00:00,63.73
8/11/2022 16:00:00,64.22
8/12/2022 16:00:00,65.31
8/15/2022 16:00:00,67.03
8/16/2022 16:00:00,66.12
8/17/2022 16:00:00,67.61
8/18/2022 16:00:00,71.96
8/19/2022 16:00:00,69.83
8/22/2022 16:00:00,67.95
8/23/2022 16:00:00,67.67
8/24/2022 16:00:00,70.29
8/25/2022 16:00:00,74.37
8/26/2022 16:00:00,69.82
8/29/2022 16:00:00,69.26
8/30/2022 16:00:00,64.6
8/31/2022 16:00:00,65.08
9/1/2022 16:00:00,63.3
9/2/2022 16:00:00,64.54
9/6/2022 16:00:00,61.58
9/7/2022 16:00:00,63.31
9/8/2022 16:00:00,64.98
9/9/2022 16:00:00,66.88
9/12/2022 16:00:00,66.66
9/13/2022 16:00:00,63.42
9/14/2022 16:00:00,64.38
9/15/2022 16:00:00,65.36
9/16/2022 16:00:00,62.3
9/19/2022 16:00:00,57.97
9/20/2022 16:00:00,55.8
9/21/2022 16:00:00,55.03
9/22/2022 16:00:00,54.19
9/23/2022 16:00:00,53.43
9/26/2022 16:00:00,52.15
9/27/2022 16:00:00,53.5
9/28/2022 16:00:00,55.65
9/29/2022 16:00:00,54.45
9/30/2022 16:00:00,55.07
10/3/2022 16:00:00,57.07
10/4/2022 16:00:00,60.27
10/5/2022 16:00:00,60.47
10/6/2022 16:00:00,61.45
10/7/2022 16:00:00,58.93
10/10/2022 16:00:00,56.25
10/11/2022 16:00:00,55.74
10/12/2022 16:00:00,52.42
10/13/2022 16:00:00,55.15
10/14/2022 16:00:00,54.02
10/17/2022 16:00:00,56.12
10/18/2022 16:00:00,55.36
10/19/2022 16:00:00,55.59
10/20/2022 16:00:00,61.34
10/21/2022 16:00:00,64.53
10/24/2022 16:00:00,63.01
10/25/2022 16:00:00,67.04
10/26/2022 16:00:00,65.65
10/27/2022 16:00:00,66.82
10/28/2022 16:00:00,68.72
10/31/2022 16:00:00,69.59
11/1/2022 16:00:00,71.86
11/2/2022 16:00:00,80.84
11/3/2022 16:00:00,79.7
11/4/2022 16:00:00,76.63
11/7/2022 16:00:00,77.15
11/8/2022 16:00:00,78.31
11/9/2022 16:00:00,76.49
11/10/2022 16:00:00,80.72
11/11/2022 16:00:00,83.47
11/14/2022 16:00:00,81.93
11/15/2022 16:00:00,86.89
11/16/2022 16:00:00,82.17
11/17/2022 16:00:00,87.02
11/18/2022 16:00:00,86.49
11/21/2022 16:00:00,83.91
11/22/2022 16:00:00,87.72
11/23/2022 16:00:00,91.22
11/25/2022 13:05:00,93.87
11/28/2022 16:00:00,92.5
11/29/2022 16:00:00,91.49
11/30/2022 16:00:00,90.23
12/1/2022 16:00:00,90.51
12/2/2022 16:00:00,86.7
12/5/2022 16:00:00,83.31
12/6/2022 16:00:00,86.28
12/7/2022 16:00:00,86.1
12/8/2022 16:00:00,85.61
12/9/2022 16:00:00,84.02
12/12/2022 16:00:00,89.16
12/13/2022 16:00:00,90.01
12/14/2022 16:00:00,90.04
12/15/2022 16:00:00,80.58
12/16/2022 16:00:00,80.73
12/19/2022 16:00:00,78.29
12/20/2022 16:00:00,83.31
12/21/2022 16:00:00,83.87
12/22/2022 16:00:00,82
12/23/2022 16:00:00,82.19
12/27/2022 16:00:00,82.89
12/28/2022 16:00:00,80.6
12/29/2022 16:00:00,81.91
12/30/2022 16:00:00,82.1